module,type,name,res_id,src,value,comments
account,model,"ir.model.fields,help",account.field_account_fiscal_position_template__country_id,Apply only if delivery or invoicing country match.,,
account,model,"ir.model.fields,help",account.field_account_fiscal_position__vat_required,Apply only if partner has a VAT number.,,
account,model,"ir.model.fields,help",account.field_account_fiscal_position_template__vat_required,Apply only if partner has a VAT number.,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Apply right VAT rates for digital products sold in EU,,
account,selection,"res.company,fiscalyear_last_month",0,April,,
account,model_terms,"ir.ui.view,arch_db",account.account_incoterms_view_search,Archived,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_search,Archived,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_filter,Archived,,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,Ask for a Credit Note,,
account,selection,"account.account.type,internal_group",0,Asset,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_search,Assets,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_asset,Assets Management,,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__account_ids,Associated Account Templates,,
account,model,"ir.model.fields,field_description",account.field_account_journal__at_least_one_inbound,At Least One Inbound,,
account,model,"ir.model.fields,field_description",account.field_account_journal__at_least_one_outbound,At Least One Outbound,,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_send_wizard_form,Attach a file,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__message_attachment_count,Attachment Count,,
account,model,"ir.model.fields,field_description",account.field_account_invoice__message_attachment_count,Attachment Count,,
account,model,"ir.model.fields,field_description",account.field_account_payment__message_attachment_count,Attachment Count,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__attachment_ids,Attachments,,
account,model,"ir.model.fields,help",account.field_account_invoice_send__attachment_ids,Attachments are linked to a document through model / res_id and to the message through this field.,,
account,selection,"res.company,fiscalyear_last_month",0,August,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__author_id,Author,,
account,model,"ir.model.fields,help",account.field_account_invoice_send__author_id,"Author of the message. If not set, email_from may hold an email address that did not match any partner.",,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__author_avatar,Author's avatar,,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,Auto-Complete,,
account,model,"ir.model.fields,help",account.field_account_invoice__vendor_bill_id,Auto-complete from a past bill.,,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,Auto-detect,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__auto_reconcile,Auto-validate,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__auto_reconcile,Auto-validate,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Autocomplete Vendor Bills (OCR + AI),,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_invoice_extract,Automate Bill Processing,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Automate deferred revenues entries for multi-year contracts,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Automated Entries,,
account,code,addons/account/models/company.py,435,Automatic Balancing Line,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_currency_rate_live,Automatic Currency Rates,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Automatic Import,,
account,code,addons/account/models/account_move.py,404,Automatic reversal of: %s,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report__price_average,Average Price,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report__user_currency_price_average,Average Price in Currency,,
account,code,addons/account/models/chart_template.py,422,BILL,,
account,selection,"res.partner,trust",0,Bad Debtor,,
account,selection,"account.payment.term.line,value",0,Balance,,
account,model,"ir.model.fields,field_description",account.field_account_move_line__balance,Balance,,
account,model,"ir.model.fields,field_description",account.field_account_move_line__balance_cash_basis,Balance Cash Basis,,
account,model,"ir.model.fields,help",account.field_account_bank_statement__balance_end,Balance as calculated based on Opening Balance and transaction lines,,
account,selection,"account.journal,type",0,Bank,,
account,code,addons/account/models/chart_template.py,352,Bank,,
account,model,"ir.model.fields,field_description",account.field_account_journal__bank_id,Bank,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__bank_id,Bank,,
account,model,"ir.model.fields,field_description",account.field_res_partner__bank_account_count,Bank,,
account,model,"ir.model.fields,field_description",account.field_res_users__bank_account_count,Bank,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Bank &amp; Cash,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement_line__bank_account_id,Bank Account,,
account,model,"ir.model.fields,field_description",account.field_account_invoice__partner_bank_id,Bank Account,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report__partner_bank_id,Bank Account,,
account,model,"ir.model.fields,field_description",account.field_account_journal__bank_account_id,Bank Account,,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,Bank Account,,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_bank_account_step,Bank Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_bank_journal_form,Bank Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_form,Bank Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_bank_journal_form,Bank Account Name,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement_line__account_number,Bank Account Number,,
account,model,"ir.model.fields,help",account.field_account_invoice__partner_bank_id,"Bank Account Number to which the invoice will be paid. A Company bank account if this is a Customer Invoice or Vendor Credit Note, otherwise a Partner bank account number.",,
account,model,"ir.actions.act_window,name",account.action_account_bank_journal_form,Bank Accounts,,
account,model,"ir.model,name",account.model_res_partner_bank,Bank Accounts,,
account,model,"ir.ui.menu,name",account.menu_action_account_bank_journal_form,Bank Accounts,,
account,model_terms,"ir.ui.view,arch_db",account.view_partner_property_form,Bank Accounts,,
account,model,"ir.model.fields,field_description",account.field_account_journal__bank_statements_source,Bank Feeds,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__bank_bic,Bank Identifier Code,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_yodlee,Bank Interface - Sync your bank feeds automatically,,
account,model,"ir.model.fields,field_description",account.field_res_company__bank_journal_ids,Bank Journals,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_filter,Bank Operations,,
account,code,addons/account/static/src/js/reconciliation/reconciliation_action.js,17,Bank Reconciliation,,openerp-web
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_tree,Bank Reconciliation Move Presets,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_search,Bank Reconciliation Move preset,,
account,model,"ir.model.fields,field_description",account.field_res_company__account_bank_reconciliation_start,Bank Reconciliation Threshold,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__account_bank_reconciliation_start,Bank Reconciliation Threshold,,
account,model,"ir.model,name",account.model_account_bank_statement,Bank Statement,,
account,model_terms,"ir.ui.view,arch_db",account.view_bank_statement_form,Bank Statement,,
account,model_terms,"ir.ui.view,arch_db",account.view_bank_statement_search,Bank Statement,,
account,code,addons/account/models/account_bank_statement.py,518,Bank Statement %s,,
account,code,addons/account/models/account_bank_statement.py,671,Bank Statement %s,,
account,model,"ir.model,name",account.model_account_bank_statement_cashbox,Bank Statement Cashbox,,
account,model,"ir.model,name",account.model_account_bank_statement_closebalance,Bank Statement Closing Balance,,
account,model,"ir.model,name",account.model_account_bank_statement_line,Bank Statement Line,,
account,model,"ir.actions.act_window,name",account.action_bank_statement_line,Bank Statement Lines,,
account,model,"ir.actions.act_window,name",account.action_bank_statement_tree,Bank Statements,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_bank_journal_form,Bank Statements,,
account,model,"ir.model.fields,help",account.field_account_bank_statement_line__bank_account_id,Bank account that was used in this transaction.,,
account,model,"ir.model.fields,help",account.field_account_setup_bank_manual_config__acc_type,Bank account type: Normal or IBAN. Inferred from the bank account number.,,
account,model,"account.account.type,name",account.data_account_type_liquidity,Bank and Cash,,
account,model,"ir.model,name",account.model_account_setup_bank_manual_config,Bank setup manual config,,
account,model,"ir.model.fields,field_description",account.field_account_move_line__statement_line_id,Bank statement line reconciled with this entry,,
account,model,"ir.actions.act_window,name",account.act_account_journal_2_account_bank_statement,Bank statements,,
account,code,addons/account/models/account_journal_dashboard.py,37,Bank: Balance,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_tax__base,Base,,
account,model,"ir.model.fields,field_description",account.field_account_move_line__tax_base_amount,Base Amount,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,Base Amount,,
account,model,"ir.model.fields,field_description",account.field_account_tax__cash_basis_base_account_id,Base Tax Received Account,,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__cash_basis_base_account_id,Base Tax Received Account,,
account,code,addons/account/models/company.py,19,Based on Customer,,
account,selection,"account.tax,tax_exigibility",0,Based on Invoice,,
account,selection,"account.tax.template,tax_exigibility",0,Based on Invoice,,
account,code,addons/account/models/company.py,19,Based on Invoice Number,,
account,model,"ir.model.fields,help",account.field_account_tax__tax_exigibility,"Based on Invoice: the tax is due as soon as the invoice is validated.
Based on Payment: the tax is due as soon as the payment of the invoice is received.",,
account,model,"ir.model.fields,help",account.field_account_tax_template__tax_exigibility,"Based on Invoice: the tax is due as soon as the invoice is validated.
Based on Payment: the tax is due as soon as the payment of the invoice is received.",,
account,selection,"account.tax,tax_exigibility",0,Based on Payment,,
account,selection,"account.tax.template,tax_exigibility",0,Based on Payment,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Batch Payments,,
account,model,"ir.model.fields,field_description",account.field_account_journal__belongs_to_company,Belong to the user's current company,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Bill,,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,Bill,,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,Bill Date,,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_tree,Bill Date,,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,Bill lines,,
account,model,"res.groups,name",account.group_account_invoice,Billing,,
account,model,"res.groups,name",account.group_account_manager,Billing Manager,,
account,model,"ir.actions.server,name",account.action_invoice_tree2,Bills,,
account,model,"ir.ui.menu,name",account.menu_action_invoice_tree2,Bills,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Bills,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Bills Analysis,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Bills to Pay,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Bills to Validate,,
account,code,addons/account/models/account_journal_dashboard.py,179,Bills to pay,,
account,selection,"res.partner,invoice_warn",0,Blocking Message,,
account,model,"ir.model.fields,field_description",account.field_account_account_type__include_initial_balance,Bring Accounts Balance Forward,,
account,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,Browse available countries.,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_budget,Budget Management,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__name,Button Label,,
account,model,"ir.filters,name",account.filter_invoice_country,By Country,,
account,model,"ir.filters,name",account.filter_invoice_refund,By Credit Note,,
account,model,"ir.filters,name",account.filter_invoice_product,By Product,,
account,model,"ir.filters,name",account.filter_invoice_product_category,By Product Category,,
account,model,"ir.filters,name",account.filter_invoice_report_salespersons,By Salespersons,,
account,model,"ir.filters,name",account.filter_invoice_salespersons,By Salespersons,,
account,model,"ir.model.fields,help",account.field_account_fiscal_position__active,"By unchecking the active field, you may hide a fiscal position without deleting it.",,
account,model,"ir.model.fields,help",account.field_account_incoterms__active,"By unchecking the active field, you may hide an INCOTERM you will not use.",,
account,code,addons/account/models/chart_template.py,401,CABA,,
account,code,addons/account/models/chart_template.py,425,CABA,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,CAMT Import,,
account,model,"account.incoterms,name",account.incoterm_CIP,CARRIAGE AND INSURANCE PAID TO,,
account,model,"account.incoterms,name",account.incoterm_CPT,CARRIAGE PAID TO,,
account,model,"account.incoterms,name",account.incoterm_CFR,COST AND FREIGHT,,
account,model,"account.incoterms,name",account.incoterm_CIF,"COST, INSURANCE AND FREIGHT",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,CSV Import,,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__visible,Can be Visible?,,
account,model_terms,"ir.ui.view,arch_db",account.account_common_report_view,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_confirm_view,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_import_wizard_form_view,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_onboarding_sale_tax_form,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_send_wizard_form,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.account_unreconcile_view,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.cash_box_in_form,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.cash_box_out_form,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.setup_bank_account_wizard,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.setup_financial_year_opening_form,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.tax_adjustments_wizard,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.validate_account_move_view,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_bnk_stmt_cashbox,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_bnk_stmt_check,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_refund,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_reversal,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_payment_from_invoices,Cancel,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_payment_invoice_form,Cancel,,
account,selection,"account.invoice.refund,filter_refund",0,Cancel: create credit note and reconcile,,
account,selection,"account.invoice,state",0,Cancelled,,
account,selection,"account.invoice.report,state",0,Cancelled,,
account,selection,"account.payment,state",0,Cancelled,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,Cancelled Invoice,,
account,code,addons/account/wizard/account_invoice_refund.py,56,"Cannot create a credit note for the invoice which is already reconciled, invoice should be unreconciled first, then only you can add credit note for this invoice.",,
account,code,addons/account/wizard/account_invoice_refund.py,54,Cannot create credit note for the draft/cancelled invoice.,,
account,code,addons/account/models/account_move.py,361,Cannot create moves for different companies.,,
account,code,addons/account/models/account_move.py,393,Cannot create unbalanced journal entry.,,
account,code,addons/account/models/account_invoice.py,802,"Cannot find a chart of accounts for this company, You should configure it. 
Please go to Account Configuration.",,
account,code,addons/account/models/account.py,115,Cannot generate an unused account code.,,
account,code,addons/account/models/chart_template.py,152,Cannot generate an unused account code.,,
account,code,addons/account/models/account.py,764,Cannot generate an unused journal code. Please fill the 'Shortcode' field.,,
account,selection,"account.journal,type",0,Cash,,
account,code,addons/account/models/chart_template.py,352,Cash,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__tax_exigibility,Cash Basis,,
account,model,"ir.model.fields,field_description",account.field_res_company__tax_cash_basis_journal_id,Cash Basis Journal,,
account,code,addons/account/models/chart_template.py,425,Cash Basis Tax Journal,,
account,model,"ir.model,name",account.model_cash_box_in,Cash Box In,,
account,model,"ir.model,name",account.model_cash_box_out,Cash Box Out,,
account,code,addons/account/models/account_bank_statement.py,212,Cash Control,,
account,model,"ir.actions.act_window,name",account.action_view_account_bnk_stmt_cashbox,Cash Control,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_filter,Cash Operations,,
account,model,"ir.actions.act_window,name",account.action_view_bank_statement_tree,Cash Registers,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__group_cash_rounding,Cash Rounding,,
account,model,"ir.model.fields,field_description",account.field_account_invoice__cash_rounding_id,Cash Rounding Method,,
account,model,"ir.actions.act_window,name",account.rounding_list_action,Cash Roundings,,
account,model,"ir.ui.menu,name",account.menu_action_rounding_form_view,Cash Roundings,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Cash Roundings,,
account,code,addons/account/models/account_bank_statement.py,187,Cash difference observed during the counting (%s),,
account,code,addons/account/models/account_journal_dashboard.py,35,Cash: Balance,,
account,model,"ir.model,name",account.model_account_cashbox_line,CashBox Line,,
account,model,"ir.model.fields,field_description",account.field_account_cashbox_line__cashbox_id,Cashbox,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement_cashbox__cashbox_lines_ids,Cashbox Lines,,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__property_account_expense_categ_id,Category of Expense Account,,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__property_account_income_categ_id,Category of Income Account,,
account,model,"ir.model.fields,help",account.field_account_abstract_payment__writeoff_label,Change label of the counterpart that will hold the payment difference,,
account,model,"ir.model.fields,help",account.field_account_payment__writeoff_label,Change label of the counterpart that will hold the payment difference,,
account,model,"ir.model.fields,help",account.field_account_register_payments__writeoff_label,Change label of the counterpart that will hold the payment difference,,
account,code,addons/account/controllers/portal.py,103,Changing VAT number is not allowed once invoices have been issued for your account. Please contact us directly for this operation.,,
account,code,addons/account/controllers/portal.py,109,Changing your company name is not allowed once invoices have been issued for your account. Please contact us directly for this operation.,,
account,code,addons/account/controllers/portal.py,106,Changing your name is not allowed once invoices have been issued for your account. Please contact us directly for this operation.,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__channel_ids,Channels,,
account,model,"ir.model.fields,field_description",account.field_account_account_template__chart_template_id,Chart Template,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_template__chart_template_id,Chart Template,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__chart_template_id,Chart Template,,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__chart_template_id,Chart Template,,
account,model,"ir.model.fields,field_description",account.field_res_company__chart_template_id,Chart Template,,
account,model,"ir.actions.act_window,name",account.open_account_charts_modules,Chart Templates,,
account,code,addons/account/models/company.py,337,Chart of Accounts,,
account,model,"ir.actions.act_window,name",account.action_account_form,Chart of Accounts,,
account,model,"ir.ui.menu,name",account.menu_action_account_form,Chart of Accounts,,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_chart_of_account_step,Chart of Accounts,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_chart_template_form,Chart of Accounts Template,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_chart_template_tree,Chart of Accounts Template,,
account,model,"ir.actions.act_window,name",account.action_account_chart_template_form,Chart of Accounts Templates,,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_chart_of_account_step,Chart of account set.,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_list,Chart of accounts,,
account,model,"ir.actions.act_window,name",account.action_view_account_bnk_stmt_check,Check Closing Balance,,
account,model,"ir.model.fields,help",account.field_account_bank_statement__is_difference_zero,Check if difference is zero.,,
account,model,"ir.model.fields,help",account.field_account_account__reconcile,Check this box if this account allows invoices & payments matching of journal items.,,
account,model,"ir.model.fields,help",account.field_account_journal__refund_sequence,Check this box if you don't want to share the same sequence for invoices and credit notes made from this journal,,
account,model,"ir.model.fields,help",account.field_account_journal__update_posted,Check this box if you want to allow the cancellation the entries related to this journal or of the invoice related to this journal,,
account,model,"ir.model.fields,help",account.field_account_tax__price_include,Check this if the price you use on the product and invoices includes this tax.,,
account,model,"ir.model.fields,help",account.field_account_tax_template__price_include,Check this if the price you use on the product and invoices includes this tax.,,
account,model,"ir.model.fields,help",account.field_account_account_template__reconcile,Check this option if you want the user to reconcile entries in this account.,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Checks,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__child_ids,Child Messages,,
account,model,"ir.model.fields,field_description",account.field_account_tax__children_tax_ids,Children Taxes,,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__children_tax_ids,Children Taxes,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_template_form,Children Taxes,,
account,model_terms,"ir.ui.view,arch_db",account.view_tax_form,Children Taxes,,
account,code,addons/account/models/chart_template.py,361,Choose Accounting Template,,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_onboarding_sale_tax_form,Choose a default sales tax for your products.,,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_sale_tax_step,Choose a default sales tax for your products.,,
account,code,addons/account/static/src/xml/account_reconciliation.xml,137,Choose counterpart or Create Write-off,,openerp-web
account,model,"ir.model.fields,help",account.field_account_invoice_refund__filter_refund,Choose how you want to credit this invoice. You cannot Modify and Cancel if the invoice is already reconciled,,
account,model_terms,"ir.actions.act_window,help",account.actions_account_fiscal_year,Click here to create a new fiscal year.,,
account,code,addons/account/static/src/js/tour.js,19,Click to <b>send the invoice by email.</b>,,openerp-web
account,code,addons/account/static/src/js/tour.js,23,Click to <b>send the invoice.</b>,,openerp-web
account,code,addons/account/static/src/js/tour.js,14,Click to <b>validate your invoice.</b> A reference will be assigned to this invoice and you will not be able to modify it anymore.,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,17,Click to Rename,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,346,Close,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,66,Close statement,,openerp-web
account,selection,"res.company,account_dashboard_onboarding_state",0,Closed,,
account,selection,"res.company,account_invoice_onboarding_state",0,Closed,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__date_done,Closed On,,
account,model,"ir.model.fields,field_description",account.field_account_abstract_payment__payment_method_code,Code,,
account,model,"ir.model.fields,field_description",account.field_account_account__code,Code,,
account,model,"ir.model.fields,field_description",account.field_account_account_template__code,Code,,
account,model,"ir.model.fields,field_description",account.field_account_analytic_line__code,Code,,
account,model,"ir.model.fields,field_description",account.field_account_incoterms__code,Code,,
account,model,"ir.model.fields,field_description",account.field_account_payment__payment_method_code,Code,,
account,model,"ir.model.fields,field_description",account.field_account_payment_method__code,Code,,
account,model,"ir.model.fields,field_description",account.field_account_register_payments__payment_method_code,Code,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__new_journal_code,Code,,
account,model,"ir.model.fields,field_description",account.field_account_group__code_prefix,Code Prefix,,
account,model,"ir.model.fields,field_description",account.field_account_cashbox_line__coin_value,Coin/Bill Value,,
account,selection,"account.reconcile.model,rule_type",0,Coinciden con las facturas existentes.,,
account,selection,"account.reconcile.model.template,rule_type",0,Coinciden con las facturas existentes.,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Collect customer payments in one-click using Euro SEPA Service,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Collect information and produce statistics on the trade in goods in Europe with intrastat.,,
account,model,"ir.model.fields,field_description",account.field_account_account_tag__color,Color Index,,
account,model,"ir.model.fields,field_description",account.field_account_journal__color,Color Index,,
account,model,"ir.model.fields,field_description",account.field_account_invoice__commercial_partner_id,Commercial Entity,,
account,model,"ir.model.fields,help",account.field_account_invoice_report__commercial_partner_id,Commercial Entity,,
account,code,addons/account/models/account_invoice.py,557,Commercial partner and vendor account owners must be identical.,,
account,model,"ir.model,name",account.model_account_common_journal_report,Common Journal Report,,
account,model,"ir.actions.act_window,name",account.action_account_common_menu,Common Report,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__invoice_reference_type,Communication,,
account,model,"ir.model,name",account.model_res_company,Companies,,
account,model,"ir.model.fields,field_description",account.field_res_partner__ref_company_ids,Companies that refers to partner,,
account,model,"ir.model.fields,field_description",account.field_res_users__ref_company_ids,Companies that refers to partner,,
account,model,"ir.model.fields,field_description",account.field_account_account__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement_line__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_common_journal_report__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_common_report__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_financial_year_op__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_year__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_invoice__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_line__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_tax__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_journal__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_move__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_move_line__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_partial_reconcile__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_payment__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_payment_term__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_print_journal__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__company_id,Company,,
account,model,"ir.model.fields,field_description",account.field_account_tax__company_id,Company,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_report_search,Company,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_payment_search,Company,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_search,Company,,
account,model,"ir.model.fields,field_description",account.field_account_invoice__company_currency_id,Company Currency,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_line__company_currency_id,Company Currency,,
account,model,"ir.model.fields,field_description",account.field_account_move_line__company_currency_id,Company Currency,,
account,model,"ir.model.fields,field_description",account.field_account_partial_reconcile__company_currency_id,Company Currency,,
account,model,"ir.model.fields,field_description",account.field_tax_adjustments_wizard__company_currency_id,Company Currency,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__has_chart_of_accounts,Company has a chart of accounts,,
account,model,"ir.model.fields,help",account.field_account_bank_statement__company_id,Company related to this journal,,
account,model,"ir.model.fields,help",account.field_account_bank_statement_line__company_id,Company related to this journal,,
account,model,"ir.model.fields,help",account.field_account_journal__company_id,Company related to this journal,,
account,model,"ir.model.fields,help",account.field_account_move__company_id,Company related to this journal,,
account,model,"ir.model.fields,help",account.field_account_payment__company_id,Company related to this journal,,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__complete_tax_set,Complete Set of Taxes,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__composer_id,Composer,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__composition_mode,Composition mode,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Compute tax rates based on U.S. ZIP codes,,
account,model,"ir.model.fields,help",account.field_account_move_line__counterpart,Compute the counter part accounts of this journal item for this journal entry. This can be needed in reports.,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__balance_end,Computed Balance,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,Conditions on Bank Statement Line,,
account,model,"ir.model,name",account.model_res_config_settings,Config Settings,,
account,model,"ir.ui.menu,name",account.menu_finance_configuration,Configuration,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Configure,,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_fiscal_year_step,Configure,,
account,code,addons/account/static/src/js/section_and_note_fields_backend.js,102,Configure a product,,openerp-web
